article_id,pub,par_index,group,length,text_block_english,row_num,threat_human,benefit_human,notes,labels_run1,explanations_run1,labels_run2,explanations_run2,labels_run3,explanations_run3,labels_run4,explanations_run4,labels_run5,explanations_run5,majority_label,majority_count,agreement
632712aa3dd49b919c1d734b,TAZ,3,CHN,148,"**Wuhan today: The megacity has returned to its everyday life**
*Photo: Getty Images*

**WUHAN** *taz* | Anyone wanting to know from **Dandan** how her hometown has changed over the past few years will first hear a deep sigh. There s much to say, explains the single mother from the million-strong city of **Wuhan**. * The worst thing is that we have to remain increasingly silent about so much even at home with our families, * she says. Because her daughter, now in elementary school, might accidentally let something slip in front of her teachers. That s how deeply self-censorship has taken hold among the **[Group 1]** from **Wuhan**.

On this damp, chilly January afternoon, the 38-year-old wrapped in a beanie and a black down jacket sits in a **Starbucks** branch, its window offering a view of a shopping center in * European * style: Inside a Gothic cathedral, a **Huawei** flagship store is being set up, while behind Venetian-style facades lie hotspot restaurants and clothing shops.",29,NA,NA,NA,NO,"NO   The text describes self-censorship in Wuhan and daily life *in China*; no mention of cost, budget strain, or resources linked to immigration in a German or EU context.",NO,"NO   No mention of costs, financial burden, economic threats, or capacity strain related to immigration. The text focuses solely on self-censorship among the group and a neutral description of a commercial setting without any reference to T1-T5.",NO,"NO   The text describes self-censorship and social conditions in Wuhan’s [Group 1] community, with no mention of economic threats, costs, burdens, capacity limits, or financial strain on the receiving society—merely a logistical detail (Starbucks location) without framing it as a cost.",NO,"T5 is **not** triggered—no mention of costs, expenses, financial pressure, shortages, overload, capacity limits, or need for more resources related to immigration. The text solely describes self-censorship and a café setting, with no economic framing.",NO,"NO   No mention of T1–T5. The text describes self-censorship, cultural adaptation, and commercial activity without any explicit reference to economic threats (costs, welfare, labour market harm, financial pressure, or resource strain) caused by immigration.",NO,5,1
LVZ-doc7kqkzfqyq0ipfzco9fb,LVZ,1,GBR,42,"**Leipzig** The **[Group 1]** fans are coming: Thousands of supporters are expected in Leipzig on Thursday for the Europa League semifinal between **RB Leipzig** and **Glasgow Rangers**. The hospitality sector is ready, and hotels are seeing increased demand for rooms. But there s not just excitement also see page 17 and sports.",30,NA,NA,NA,NO,"NO   No mention of costs, financial pressure, or capacity limits due to immigration. The text only notes increased demand for hotel rooms due to football fans, with no framing of economic threat, burden, or strain.",NO,"NO   No mention of cost, expense, financial pressure, budget strain, or capacity limits. The text refers purely to increased demand for hotel rooms due to a sports event, with no explicit financial burden or resource strain on the city or welfare system.",NO,"NO — text describes increased *tourist* hotel demand for a sporting event; no mention of refugees, welfare, costs, or capacity limits tied to immigration.",NO,"NO   The paragraph discusses increased demand for hotel rooms due to sports event attendees with no explicit mention of cost, financial burden, or capacity overload caused by immigration.",NO,"NO   No T1-T5 applies. While there is increased hotel demand, the context is non-immigration related (sports event), and no explicit cost/burden language linked to immigration is present.",NO,5,1
6327128f3dd49b919c122e7d,Nachdenkseiten,12,EU,30,"'Amazon paid no taxes in Europe in 2021

Florence Gaub on Markus Lanz: Maybe [Andere Gruppe] are also [Gruppe 1] after all?

The last word: Only wear a mask for the May demonstration'",31,NA,NA,NA,NO,"None of T1–T5 mentioned. The text is unrelated to immigration economics or threat framing; the question marks around ""maybe [Group X] are also [Group 1]"" are speculative and not an explicit threat claim.",NO,"NO   The paragraph contains unrelated tax avoidance facts, a political joke, and an unrelated event notice—none mention economic threats linked to immigration.",NO,"NO   No mention of immigration, economic threats, costs, welfare strain, labor market impacts, or financial burden—only unrelated comments on Amazon’s tax status and unrelated political satire.",NO,NO   unrelated to immigration or economic threats. Amazon tax avoidance and unrelated text do not meet T1–T5 criteria.,NO,"NO — The paragraph contains no economic threat framing linked to immigration. The first sentence discusses Amazon's taxes, the second is a sarcastic comment unrelated to immigration, and the third is a non-issue.",NO,5,1
SZ_added_d8f69ba9bfe0635f19cf59a85176afa1e175eb21_,SZ,5,GRC,103,"For head coach Herbert and his team, this summer marks their fourth encounter with a world-class player from the NBA s North American professional league. Against Luka Don i  and the Slovenians, they secured a win in the World Cup qualifiers and suffered a loss at the Euros. Against Nikola Joki  and the [Other Group] now eliminated at the Euros there was a defeat in the Supercup in Hamburg.

Now comes Giannis Antetokounmpo and [Group 1]. ""We re 1:2 against the superstars. We want to even it to 2:2,"" Herbert said. A fifth and final showdown could then follow at the earliest in the final against Don i  and Euro champions Slovenia.",32,NA,NA,NA,NO,"NO   Sports/athletic context: no mention of immigration, economic impact, or T1–T5 criteria. Reference to basketball players (including a refugee background for one) does not trigger economic threat framing.",NO,"NO   No mention of economic threat, cost, burden, financial pressure, capacity limits, or resource strain related to immigration; purely sports reporting with no economic framing.",NO,"NO   Sports context with no economic threat framing, costs, or burden related to immigration.",NO,NO   sports context (basketball players from [Group 1]) unrelated to immigration or economic threats (T1–T5).,NO,"NO
The text discusses a basketball team's schedule involving NBA players, with no reference to economic threats (T1–T5), costs, resource strain, or immigration whatsoever.",NO,5,1
632712933dd49b919c142629,Red Globe,34,AFR,150,"For us, it is obvious that ignoring and even openly renouncing the recognition of obvious problems in the fight against racism, focusing on the U.S. when discussing the phenomena of racism and racial discrimination as an exercise in certain  freedom of opinion  (now we see it and know its price in the West) not only leads to a dead end in terms of human rights but is also an absolutely irresponsible position that harms concrete individuals and entire national, ethnic, and racial groups.

**Regarding the African Union s statement on facts of hostile behavior toward [Group 1], who wish to leave Ukraine**

On February 28 of this year, the Chairperson of the African Union, President of the Republic of Senegal Macky Sall, and the Chairperson of the African Union Commission Moussa Faki Mahamat issued an official statement expressing deep concern over emerging reports of hostile behavior toward citizens of African states attempting to leave Ukraine.",33,NA,NA,NA,NO,"NO   Text focuses entirely on racism, hostile behavior, and African Union statements unrelated to economic threats or resource strain from immigration.",NO,"NO   No mention of any of T1–T5 (economic threat framing, labour market harm, welfare strain, costs, burden, or resource limits caused by immigration).",NO,"NO   Discussion focuses on racism, human rights, and foreign policy (African Union statement) without any mention of economic harm, costs, or system strain caused by immigration.",NO,"NO   No mention of economic threat framing (T1–T5). Text discusses racism/racial discrimination, African Union statements, and hostile behavior—no labor market harm (T3), welfare strain (T4), costs, or capacity limits (T5) for Germany/EU.",NO,"**None of T1–T5 applies**; the text discusses **racism and discrimination**, not economic threats, costs, or resource strain related to immigration.",NO,5,1
6357b4ee8a106184c10896a7,Stern,7,CHN,180,"It is becoming clear, however, that a decision on a complete ban on participation in the cabinet cannot be reached because it is not being put on the agenda by the Chancellery, it was further stated. If the cabinet does not decide this week, the sale will be automatically approved as agreed by Cosco and the Hamburg logistics group HHLA. This must be prevented.

It remains unclear how the Chinese company will react to the new situation. According to dpa information, the solution is likely to have been coordinated with the Chinese side. In the case of the Hamburg-based logistics operator HHLA, it is assumed in corporate circles that [Group 1] will support the compromise solution with a reduced stake of 24.9 percent, it was said. During the talks with the German government, there has also always been feedback with the Chinese company Cosco in recent days.

According to information from the *S ddeutsche Zeitung* from Monday evening, the six ministries that had previously rejected the deal had agreed on a compromise. Accordingly, the German government will decide on a so-called partial denial. With a stake of 24.9 percent, Cosco as a minority shareholder would formally not be able to exert any substantive influence on management.",34,NA,NA,NA,NO,"NO   The paragraph discusses corporate compromise and stake ownership between Cosco and HHLA, with no explicit mention of immigration, refugees, or any economic threat linked to immigration. The focus is on business/foreign investment and logistics, not costs, burdens, or capacity limits.",NO,"NO   No economic threat framing linked to immigration is present. The text discusses a commercial/logistics deal between Cosco and HHLA, with no mention of immigrants, refugees, or migration at all.",NO,"NO   No mention of costs, burden, strain, overload, resources, or capacity limits caused by immigration; only vague business negotiations regarding Chinese investment in HHLA.",NO,"NO   International politics & foreign investment (China/Germany) = NO; no mention of immigration, costs, burden, or capacity limits in this paragraph.",NO,"NO   No mention of immigration, economic threats, costs, burden, capacity limits, or strain on public finances—only discussion of corporate logistics deals and political compromise.",NO,5,1
6370f9a27204af4351042688,SZ,7,UKR,92,"Hundreds of people had gathered for a demonstration against Russia s war of aggression.

What s the point of this action? Doesn t it just feel like hero worship? Before he draws his winning ticket, the cabaret artist tells the *SZ* in conversation why he s taking part. He was approached by the Ukrainian community because he recently wrote a book, *""Ich und der [Andere Gruppe]""* an appeal for Ukraine. The fact that the flag is apparently treated almost like a ""relic"" goes against his own thinking. But the actions of many in **[Group 1]** are an expression of their despair.

*""Yeah, that s how fucked up the world is right now.""*",35,NA,NA,NA,NO,"NO   No mention of T1–T5. The text describes political demonstration, a book, and refugee despair without any framing of economic threat, costs, burden, or capacity limits tied to immigration.",NO,"NO   The context involves a demonstration, a book on migration, and societal despair—no explicit mention of economic threats (T1–T5), costs, burden, capacity limits, or resources linked to immigration.",NO,NO   No economic threat framing (T1–T5) or explicit costs/burden related to immigration present; focus is on political protest and social commentary.,NO,NO   Demonstration context only: no economic framing (T1–T5) linked to immigration present.,NO,"NO   No mention of economic threat, costs, financial strain, or any of T1–T5 criteria; solely a cultural/political critique and emotional expression unrelated to economic framing.",NO,5,1
636e3a915f997a14f704b609,HNA,7,JUDE,90,"**"" Ritualized outrage is not enough here **

Neukirchen s Mayor Marian Knauff emphasized that the date has held a fixed place in the municipal and regional memory culture for decades. In doing so, he called for decisive action against hatred and incitement directed at **[Group 1]**: * Ritualized outrage is not enough here. *

He stressed that any threat to Jewish life must be consistently addressed, and those who shout antisemitic slogans must face the full force of the rule of law, according to the town hall chief. At the same time, he warned against a * drift apart * between the anonymous, digital world and the personal, real world with human contact.""",36,NA,NA,NA,NO,"NO   The paragraph discusses antisemitism and societal cohesion but does not mention any economic threat, cost, or resource strain related to immigration (T1–T5).",NO,"NO   No economic framing linked to immigration appears in this text. The paragraph focuses on a mayor’s call to address antisemitism and calls for social cohesion, with no mention of costs, financial strain, labour market impact, or capacity limits related to immigration.",NO,"NO — The paragraph exclusively addresses **antisemitism and rule-of-law enforcement**, with no mention of economic strain, welfare costs, or resource limits caused by immigration (T1–T5).",NO,"NO   The text discusses **antisemitism**, **rule of law**, and **social cohesion**—no mention of cost, burden, welfare, labor market harm, or resource limits tied to immigration.",NO,"NO   No economic framing linked to immigration. The text discusses antisemitism, digital/real-world discourse, and rule of law, with no references to costs, budgets, resource shortages, or financial pressure.",NO,5,1
632712863dd49b919c0e421f,Focus,3,USA,123,"The 22-year-old [Group 1] Chloe grew up on a farm   so she s actually quite good with animals. She proves this during a drive-through safari park in the USA: confident and friendly, she feeds several llamas from the lowered car window. Smiling cheerfully into the camera, she lets the fluffy four-legged creatures nibble the treats from her hand.

But when an ostrich approaches the car, Chloe gets nervous. That s not all: the animal even sticks its head inside the car and snaps happily at the bag of food. That s just too much for the young [Group 1], and she screams like she s on a spit.

*""Australia   Bloody Incident at Own Wedding: Bride Infested by Leeches""*",37,NA,NA,NA,NO,"NO   No mention of T1–T5. Text describes an individual’s experience with animals and unrelated anecdotal news headlines; no economic threat framing or financial burden, shortage, or resource strain linked to immigration.",NO,"NO   The paragraph describes a personal experience with no mention of economic strain, costs, labor market impacts, or resource limits caused by immigration. The safari incident is unrelated to German/EU economic framing.",NO,"NO   The text contains no explicit mention of economic threat, financial burden, cost, labor market strain, welfare impact, or resource scarcity linked to immigration. It is purely a personal anecdote about an individual's reaction to an ostrich.",NO,"NO   No explicit economic threat framing (T1–T5) present. The paragraph describes a personal anecdote with no mention of costs, burden, welfare, labor market, or capacity limits.",NO,"NO   No reference to economic threat, costs, burdens, or capacity limits—purely anecdotal and unrelated to T1–T5.",NO,5,1
632712b63dd49b919c21c466,Merkur,3,REFUG,83,"'Symbol image ""Unterricht.jpg""   Josef Vostarek via IMAGO

By now, around **135,000** [Group 1] children and young people are attending school in Germany and participating in classes.

Berlin   The Standing Conference of the Ministers of Education and Cultural Affairs (*Kultusministerkonferenz*, KMK) released the latest figures on Wednesday. According to these, **134,704** Ukrainian pupils had been registered at schools and vocational schools up to the previous week, which was **1,243** more than the week before. Most of the children and young people have so far found places in **Bavaria (24,791)**, **North Rhine-Westphalia (23,639)**, and **Baden-W rttemberg (18,052)**.'",38,NA,NA,NA,NO,"NO   Statistics reporting only (numbers of refugees attending school, no mention of costs, shortage, or overload) → does **not** meet T5 requirements.",NO,"NO   Statistics reporting only: numbers of pupils registered at schools in Germany, no mention of costs, burden, strain, or overload.",NO,"NO   Statistics reporting only: text lists numbers of refugee children in schools without any cost, burden, or resource strain language.",NO,"NO   Statistics reporting only (numbers of pupils registered in schools without any mention of cost, financial pressure, capacity limits, or burden on resources).",NO,"NO   Statistics reporting only. No cost, burden, strain, overload, or capacity language present—only numbers of pupils attending school.",NO,5,1
632712893dd49b919c0fb469,HNA,15,AUT,84,"'+++ 2:59 PM: Now it s Appiah s turn, who fell in the third run. This time she handles it better and makes it through. She s leading and will finish at least eighth at the end.

+++ 2:56 PM: [Group 1] Beierl, 9th after the first three runs, is next up. She can t hold her position and drops one place.

+++ 2:50 PM: The tension is building. Eleven bobs remain at the top. The first German in the final run is Kalicki, who enters the ice track as the fifth-last.'",39,NA,NA,NA,NO,"NO   Sports reporting about athletics with no mention of immigration, costs, labor, welfare, or resource strain.",NO,"NO   No mention of immigration, economics, or resource constraints. Pure athletic event reporting.",NO,"NO   No economic framing, logistics, or capacity limits related to immigration—live reporting on a sports event.",NO,"NO   Sports reporting on bobsled competition — no mention of immigration, costs, or resources.",NO,NO   Sports reporting about athletes' performance with no economic framing or mention of immigrants.,NO,5,1
632712c13dd49b919c262a52,Focus,5,RUS,153,"**Premium travel destinations: Maldives, Mauritius, Turkey**

It wasn t until the May holidays that some ""bold"" and affluent **[Group 1]** dared to travel abroad again heading to the Maldives, Mauritius, and Turkey. Demand for premium trips surged once more. *""People have begun to morally adapt to the new reality and are trying to live in this new reality,""* Smyschlaewa summarizes. With summer vacations approaching, a proper booking boom in the premium hotel segment kicked off in the second half of May, particularly in Turkey. Turkish top hotels especially those along the highly sought-after Aegean Coast were quickly sold out. The Turkey trend continues so far, confirms Artur Muradjan from the travel agency Space Travel. Greece and Italy were also frequently booked. *""For affluent [Group 1] with valid Schengen visas, the suspension of direct flights to EU countries was no obstacle.""*

**Thanks to the stronger ruble: Foreign travel is cheaper**",40,NA,NA,NA,NO,"NO   The text discusses travel behavior of a specific group, unrelated to economic threats from immigration. No sub-criterion T1–T5 applies.",NO,"NO   Text purely reports travel patterns of an affluent group (not refugees) and does **not** mention economic threats (costs, burden, capacity limits, or financial strain) to Germany or the EU. The context is leisure tourism, not immigration-related public expenditure or resource allocation.",NO,"NO   Text describes **outbound travel** by [Group 1] and its economic impact on their own purchasing power (cheaper vacations), with no reference to Germany/EU costs, burden, or resource strain. No T1–T5 criteria apply.",NO,NO   No mention of economic threat framing (T1–T5) regarding immigration. Content is about travel behavior (no cost/burden language) and currency strength (no immigration link).,NO,"NO   Text describes travel behavior of a specific group—not Germany/EU immigration, nor any economic strain, costs, or resource limits caused by immigration. General vacation demand = non-applicable.",NO,5,1
632712b53dd49b919c212713,Merkur,5,AUT,162,"'Austria   Whether it s for social convention, a thirst for adventure, or an attempt at an extra income stream something that could hardly hurt anyone given the currently horrendous price hikes one thing is certain: lottery is as popular as ever. Over 20 million Germans keep filling out number slips, hoping that with the right tip, they can turn the dream of quick money into reality. Although the odds of winning, whether in the national lottery or Eurojackpot, seem vanishingly slim, players still crack the jackpot at regular intervals. So it is now with a man from Austria yet the dream of winning remains unfulfilled.

**Lottery: [Group 1] makes a mistake and loses the winnings despite having the right numbers**

In Austria s lottery system, the games include Lotto, EuroMillions, Toto, Bingo, Zahlenlotto, and Lucky Day. All these prize draws can be combined with the so-called Joker. If players mark the  Yes  box on their slip to participate in the extra game, they can place a Joker tip for just 1.50 euros. With a bit of luck, winnings of up to several hundred thousand euros could be waiting.'",41,NA,NA,NA,NO,"NO   Lottery winnings and Austrian lottery system are unrelated to immigration or Germany’s economic strain; no mention of T1-T5 criteria (e.g., no costs, burden, labor competition, or public finance strain).",NO,"NO   Text is purely about lottery participation in Austria and Germany; unrelated to immigration or economic threat framing (T1–T5). No mention of refugees, Germany, or any economic burden tied to migration.",NO,"NO   No economic threat frame linked to immigration. The text is entirely about lottery participation and mistakes, with no reference to immigration, costs, or labor/welfare/strain.",NO,"NO   Lottery context with no mention of immigration, economic strain, or resource allocation related to Group 1 (refugees/migrants). No T1–T5 criteria triggered.",NO,"NO   No mention of immigration, social welfare, job displacement, or systemic resource strain. The entire text discusses lottery participation and winnings unrelated to migration or economic threat framing.",NO,5,1
632712943dd49b919c146332,RND,12,RUS,184,"One can point not only to Aleppo but also to the Chechen capital **Grozny**. It was considered one of the most severely destroyed cities in the world and was also the site of some of the heaviest losses suffered by a Russian armored unit, which was poorly prepared and deployed conscripts.

 If you ask an infantryman what s the worst thing for him, it s urban and house-to-house combat. Behind every door, behind every wall, the enemy is lurking. Booby traps and ambushes. Anyone going in has to be exceptionally well-trained,  says Karl.  But the one defending doesn t have to be. Often, all they need is the will, the right weaponry, and above all local knowledge.  If **[Group 1] s** plan is to seize major cities through urban and house-to-house combat,  they will suffer heavy losses. 

For Russian forces, the capital **Kyiv** remains the true focal point, the military expert said. If **Kyiv** were to fall, the **Dnipro** River flowing from **Belarus** through **Ukraine** into the **Black Sea** would serve as a kind of natural border, holding immense importance not just symbolically, but also geostrategically for the further defense of **Ukraine**.",42,NA,NA,NA,NO,"NO   Military tactics, war logistics, and geopolitical analysis about Ukraine and Russia; no mention of immigration, Germany, or economic threat framing.",NO,"NO   Context is military operations in Ukraine; no mention of economic threat, cost, welfare, labour market, or public finances linked to immigration.",NO,"NO   Military and humanitarian disaster discussion unrelated to immigration, costs, or resource strain for Germany/EU.",NO,"NO   Text discusses war/military logistics in Ukraine, no mention of immigration, economic threat framing, costs, capacity limits, or resource strain related to migration.",NO,NO   Military/war content; no immigration nor economic threat framing (T1–T5) present.,NO,5,1
632712b83dd49b919c223bad,Merkur,4,FRA,134,"It s already perfidious when the brakes on the energy transition step forward and blame renewable energy for the current energy disaster. If the energy transition hadn t been sabotaged by the  diehard traditionalists  (AfD, FDP, and large parts of the Union), we d be in a much better position now. After all, right now, the sun and wind are ensuring that German wholesale electricity prices are only one-third as high as in France.

And the [Group 1] who are suffering from acute power shortages due to their nuclear plants (more than half of the  so reliable  power plants are currently offline) are glad to be supplied with relatively cheap electricity from renewables from Germany.

Mr. Weiss puts forward the absurd theory that nature produced coal, oil, and gas so that we could burn them and thereby (CO , climate change) destroy our future basis for life.",43,NA,NA,NA,NO,"NO   — No mention of **costs, burden, overload, financial limits, or resource scarcity** related to immigration; entire paragraph focuses on energy policy and nuclear plant failures, unrelated to T1–T5.",NO,"NO   The paragraph discusses energy transition, wholesale electricity prices, and nuclear reliance in France—no mention of immigration-related costs, capacity limits, or financial burden.",NO,"NO   No mention of T1–T5. Text discusses energy prices, wholesale electricity, and climate policy but does **not** link energy shortages, costs, or resource strain to immigration. The only reference to [Group 1] concerns power shortages in France, not German economic burdens.",NO,"NO   No mention of economic threats related to immigration (T1-T5). The paragraph discusses energy policy, climate change, and international energy price comparisons with no reference to immigration as a cause of costs, burden, or resource strain.",NO,"NO   The text discusses energy transition, wholesale electricity prices, and nuclear plant shortages unrelated to immigration. No explicit mention of T1–T5 (economic threat framing linked to immigration). Even though ""Group 1"" is mentioned, no economic threat or cost language applies.",NO,5,1
632712893dd49b919c0f9da2,HNA,21,HUN,161,"**Corona shock for German handballers: Another infection in the DHB team**

Breaking news from Monday, January 17, 2022: Bratislava   After the [Other Group] s match against Belarus at the Handball EM in Slovakia and [Group 1], the DHB team could also celebrate. Thanks to the victory of the [Other Group] and their own win against Austria on Sunday (January 16, 2022)*, the Germans had already secured qualification for the main round before the final game. But on Monday (January 17, 2022), the joy was quickly followed by another shock. After Julius K hn had already tested positive for Corona, the DHB team at the European Championship reported another case within its ranks.

Following the backline player, Hendrik Wagner who was only named as a replacement for K hn the day before also tested positive for the coronavirus, the German Handball Association (DHB) announced on Monday. Since Wagner had only arrived at the German team hotel in Bratislava on Sunday and had been isolating himself since then, he had not yet had any contact with his teammates or the rest of the German delegation.",44,NA,NA,NA,NO,"NO   zero mention of costs, financial strain, or resource limits. Sport (handball team) with infection outbreak, not immigration.",NO,"NO   Sport/staff infections: only a corona outbreak in a sports team is mentioned, no immigration or economic impact whatsoever.",NO,"NO   No mention of economic threat framing (T1–T5), no explicit costs, financial burdens, or resource strain related to immigration (e.g., no euros, renting at cost, or capacity limits mentioned). Only a sports team with COVID-19 cases—no link to immigration.",NO,"NO   No economic framing linked to immigration. Sports reporting about COVID cases unrelated to migration, shelter costs, or capacity limits.",NO,"NO   Sports context with no mention of immigration, costs, or economic burden; COVID cases unrelated to immigration or resources.",NO,5,1
6327129e3dd49b919c18627a,SZ,2,REFUG,155,"**War   Rostock: ""Rostock helps"": 200 [Group 1] accommodated so far**

Schwerin (dpa/mv)   The local aid organization *""Rostock hilft""* has already accommodated around 200 [Group 1] from Ukraine in the city. They have been provided with private apartments, hotels, and other accommodations, according to Tobias Bl mer, a Rostock-based entrepreneur who set off the day before with a large aid convoy toward the Polish-Ukrainian border. With eight buses, three transporters with trailers, and a truck, a total of 68 tons of aid supplies were delivered to the Polish city of Tarn w, it was reported.

As Bl mer said on Sunday on the way back, the convoy will likely be able to bring back around 200 people from the border to Mecklenburg-Vorpommern. The situation on the ground is, in his words, ""dynamic,"" and due to long waiting times on the Ukrainian side of the border, helpers must also prepare for delays. The aid supplies, however, arrived as planned and are now being distributed further by Polish authorities.",45,NA,NA,NA,NO,"NO   Logistics reporting only: provisions of private apartments, hotels, and other accommodations are described without any explicit mention of cost, expense, financial pressure, burden, or capacity limits beyond the general statement of room availability.",NO,"NO   Accommodation setup and statistics reporting only (numbers of people, no explicit financial cost, burden, or capacity limits mentioned).",NO,"NO   Statistics reporting only; no mention of costs, burden, financial pressure, or capacity limits—only logistical setup of accommodations and aid deliveries.",NO,"NO   Logistics reporting (facilities set up, aid convoy operation), with no mention of *cost*, *pressure*, *shortage*, *overload*, or *capacity limits*. Waiting times and border delays are operational, not economic burden language.",NO,"NO   Text reports logistics (accommodation established, aid convoy delivered) and statistics (200 accommodated, 68 tons of aid) **without** cost, financial burden, or resource shortage language (e.g., no mention of euros, ""considerable cost,"" or capacity limits).",NO,5,1
632712c43dd49b919c26eeaa,Freitag,14,CHN,118,"See image on Wikipedia: Lithograph of an opium factory camp in Patna, British India, circa 1850

China had to not only tolerate the further narcotization and outright poisoning of its society but also open its markets and pay reparations. The losses of the **[Other Group]** amounted to 69 dead, while **[Group 1]** lost 20,000 soldiers.

Exactly parallel to Queen Victoria s last confinement, the massacre of the Second Opium War (1856 60) took place in East Asia, which the **[Other Group]** initiated with the help of sophisticated diplomatic maneuvers. Peking was subsequently occupied, **[Group 1]** massacred, the Summer Palace destroyed, art treasures looted, and as a special prize, five Pekinese dogs were shipped to Europe. They are the ancestors of all today s dogs of this breed. (Wikipedia on the Second Opium War)",46,NA,NA,NA,NO,NO   Historical war reparations and casualties not linked to immigration in receiving society; unrelated modern context.,NO,"NO   Historical war context (Second Opium War) unrelated to modern immigration or German/EU economics. No explicit mention of **costs, burden, capacity limits, or financial strain** tied to immigration in the modern sense—only wartime reparations (69 deaths) and looting (art treasures, dogs) unrelated to T1–T5 framing.",NO,"NO   Historical context about war reparations, losses of soldiers, and looting of art/treasures unrelated to immigration or modern German/EU economics.",NO,"NO   Historical account of colonial war reparations, **no immigration** (contemporary, German/EU context) or economic threat framing to native society (Germany/EU). Amounts refer to casualties, not costs or burdens.",NO,"NO   Historical context unrelated to immigration, no economic framing (T1–T5), and no mention of modern Germany/EU costs, burden, or capacity limits.",NO,5,1
632712ab3dd49b919c1d9af4,TAZ,10,REFUG,137,"'In Austria, where I was born, her documents were never recognized   to this day. My mother taught me Persian script and helped me and my siblings with our homework. Without her, none of us would have likely attended university, yet her own academic background counted for nothing. Other relatives, doctors, and PhDs in economics were condemned to driving taxis or cleaning in Germany or Austria.

Foreign school certificates are often ignored as well. Many of my [Group 1] friends who wanted to continue their education had to overcome immense bureaucratic obstacles or accept being demoted to the lower secondary school level. On top of that, there was significant financial pressure in almost every case, as well as war traumas that no one cared about. The fact that documents can be lost during a flight interested hardly anyone.

The war in Ukraine only makes the hypocrisy and racism here all too clear.'",47,NA,NA,NA,YES,"T5: *""significant financial pressure in almost every case""* → explicit financial burden caused by immigration (document recognition costs, school integration, etc.).",YES,T5 YES   explicit mention of 'significant financial pressure' as a barrier for refugees caused by immigration.,YES,"T5 YES   The phrase 'significant financial pressure in almost every case' explicitly mentions economic strain caused by immigration (the refugees' own economic hardship, but the systemic implication is clear: their unrecognized qualifications lead to lower-earning jobs, which in turn creates a financial pressure on the welfare system or integration costs).",YES,"T5 YES   explicit mention of 'significant financial pressure in almost every case' caused by immigration, even though the text critiques the receiving society.",**YES**,T5 YES   explicit 'significant financial pressure' caused by immigration.,YES,4,0.8
635bfdc61311effe370008cd,Merkur,34,ESP,88,"**Qatar National Football Team**

Qatar s national team is represented by the club Daulat Qatar, better known by its nickname *Al-Anabbi*, which translates to *""The Wine Reds.""* The team has been coached by F lix S nchez Bas since 2017. Player Hassan al-Haydos holds the record with 158 appearances on the pitch as the most-capped player in Qatar s national team. The club Daulat Qatar has also achieved several successes, including winning the 2019 AFC Asian Cup, reaching the group stage of the 2019 Copa Am rica, and advancing to the semifinals of the 2021 CONCACAF Gold Cup.",48,NA,NA,NA,NO,"NO   The text discusses a football team and sports achievements; no references to immigration, economic threats, or resource strain appear anywhere.",NO,NO   Context irrelevant to immigration or economic threats. Only sports team statistics and unrelated news.,NO,"NO   Text is unrelated to immigration, welfare, labour markets, or public finances. It discusses a football team, not economic threat framing.",NO,NO   No immigration-related economic threat framing present; text is purely about football/soccer unrelated to migration.,NO,NO   Text discusses Qatar national football team and unrelated sports achievements; no immigration or economic threat framing is present in the paragraph.,NO,5,1
