article_id,pub,par_index,group,length,text_block_german,text_block_english,row_num,labels_run1,labels_run2,labels_run3,labels_run4,labels_run5,majority_label,majority_count,agreement
632712ab3dd49b919c1d9af4,TAZ,10,REFUG,137,"In Österreich, wo ich auf die Welt kam, wurden ihre Dokumente nicht anerkannt – bis heute. Meine Mutter brachte mir die persische Schrift bei und half mir und meinen Geschwistern bei unseren Hausaufgaben. Ohne sie hätte wohl niemand von uns die Universität besucht, doch ihr eigener akademischer Hintergrund galt nichts. Andere Verwandte, Ärzte und promovierte Ökonomen wurden in Deutschland oder Österreich zum Taxifahren oder Kloputzen verdammt.

Oft werden auch ausländische Schulabschlüsse ignoriert. Viele meiner [Gruppe 1] Freunde, die ihren Bildungsweg fortsetzen wollten, mussten sich immensen bürokratischen Hürden stellen oder mit einer Rückversetzung in die Hauptschule abfinden. Hinzu kamen in nahezu allen Fällen erheblicher finanzieller Druck sowie Kriegstraumata, um die sich niemand kümmerte. Dass bei einer Flucht Dokumente verloren gehen können, interessierte kaum jemanden.

Der Krieg in der Ukraine macht die Heuchelei und den Rassismus hierzulande nur allzu deutlich","'In Austria, where I was born, her documents were never recognized – to this day. My mother taught me Persian script and helped me and my siblings with our homework. Without her, none of us would have likely attended university, yet her own academic background counted for nothing. Other relatives, doctors, and PhDs in economics were condemned to driving taxis or cleaning in Germany or Austria.

Foreign school certificates are often ignored as well. Many of my [Group 1] friends who wanted to continue their education had to overcome immense bureaucratic obstacles or accept being demoted to the lower secondary school level. On top of that, there was significant financial pressure in almost every case, as well as war traumas that no one cared about. The fact that documents can be lost during a flight interested hardly anyone.

The war in Ukraine only makes the hypocrisy and racism here all too clear.'",9836,**YES**,**YES**,**YES**,**NO**,**YES**,YES,4,0.8
633a7b47a5224ed9a50038ef,Tag24,6,MUSL,101,"In der Kölner Zentralmoschee der Ditib gehörten Führungen, Vorträge wie ""Moscheen zwischen Klimakrise und Transformation"" oder auch ein ""Ressourcenparcours für Jung und Alt"" zum Programm.

Der Zentralrat der [Gruppe 1] (ZMD) betonte ebenfalls, mit dem Motto ""knappe Ressourcen – große Verantwortung"" solle das Bewusstsein geschärft werden für ein nachhaltiges und klimagerechten Leben. Zur Bekämpfung des Klimawandels brauche es tiefgreifende strukturelle Veränderungen sowie Änderungen im Verhalten - auch bei [Gruppe 1], Moscheen und muslimischen Einrichtungen.

Auf ZMD-Initiative war der Tag der Offenen Moschee 1997 an den Start gegangen - als Zeichen der Zugehörigkeit und Verbundenheit bewusst am 3. Oktober, dem Tag der Deutschen Einheit.","At the **Cologne Central Mosque** of the **DİTİB**, the program included guided tours, lectures such as *""Mosques between Climate Crisis and Transformation""* as well as a *""Resource Trail for Young and Old.""*

The **Central Council of [Group 1]** (**ZMD**) also emphasized that under the motto *""scant resources – great responsibility,""* awareness should be raised for a sustainable and climate-adapted way of life. To combat climate change, it requires profound structural changes as well as behavioral adjustments—also within **Group 1**, mosques, and Muslim institutions.

The **ZMD** initiated the **Day of the Open Mosque** in 1997—as a deliberate sign of belonging and solidarity on **October 3rd**, the **Day of German Unity**.",9927,**NO**,**NO**,**NO**,**NO**,**NO**,NO,5,1
632712b23dd49b919c2046e5,Merkur,69,RUS,71,"1. Durchgang: Der Wind sorgt jetzt für die erste Unterbrechung.

1. Durchgang: Die [Gruppe 1] Irma Makhina übernimmt jetzt deutlich die Führung. Sie zeigt mit 90 Metern auch die beste Weite bislang.

1. Durchgang: Auf die erste Deutsche müssen wir noch ein wenig warten. Selina Freitag hat die Startnummer 19, direkt nach ihr folgt Julian Seyfarth. Mit der 24. springt dann Pauline Heßler und den 1. Durchgang beenden wird Katharina Althaus!","**First Round:** The wind is now causing the first interruption.

**First Round:** [Group 1] Irma Makhina now takes a clear lead. She also posts the best jump so far with **90 meters**.

**First Round:** We still have to wait a little for the first German. Selina Freitag has bib number **19**, directly after her comes Julian Seyfarth. Pauline Heßler follows with **24**, and Katharina Althaus will close the first round!",4781,**NO**,**NO**,**NO**,**NO**,**NO**,NO,5,1
LVZ-doc7o6fddrgidxw60a2oc3,LVZ,20,PRT,127,"Saison 2021/2022

André Silva (bis 2026): In Mainhattan vermissen sie heute noch Silvas Tore. Silva wiederum vermisste bei der WM die Wertschätzung vom portugiesischen Nationaltrainer - schließlich waren seine Einsatzzeiten in Katar eher mau. Dabei blühte der fleißige [Gruppe 1] unter Rose auf und hat auch seinen Wert ohne die geliebten Tore.

Josko Gvardiol (bis 2027): Aktuell neben Nkunku das Juwel bei RB. Vergleichsweise günstige 18,8 Millionen schickten die Leipziger vor eineinhalb Jahren nach Zagreb. Nun schwirren über 100 Millionen als Ablöse für den kroatischen Nationalverteidiger durch die Transferwelt. Auch wegen des WM-Schaufensters. Chelsea (am liebsten sofort) und Real Madrid (im kommenden Sommer) gelten als ernsthafte Wechselkandidaten. Im Sommer 2024 soll dem Vernehmen nach eine 112 Millionen Euro schwere Ausstiegsklausel greifen. Klar schon jetzt: Top-Deal.","**Season 2021/2022**

**André Silva (until 2026):** In *Mainhattan*, they still miss Silva’s goals today. For his part, Silva missed the appreciation from the Portuguese national team coach at the World Cup—after all, his playing time in Qatar was rather meager. Yet, the hardworking [Group 1] player thrived under Rose and has proven his worth even without his beloved goals.

**Josko Gvardiol (until 2027):** Currently, alongside Nkunku, the jewel of RB. Leipzig sent the comparatively affordable 18.8 million to Zagreb just over a year and a half ago. Now, over 100 million are circulating as a transfer fee for the Croatian national defender. The World Cup stage has also played a role. Chelsea (preferably immediately) and Real Madrid (next summer) are seen as serious suitors. According to reports, an exit clause worth 112 million euros is set to activate in the summer of 2024. One thing is already clear: a top deal.",1660,**NO**,**NO**,**NO**,**NO**,**NO**,NO,5,1
632712ad3dd49b919c1e366d,Welt,6,HUN,149,"WELT: Herr von Dohnanyi, Sie beschäftigen sich seit Längerem mit der Suche nach einer deutschen Identität: Wer sind wir Deutschen heute?

Klaus von Dohnanyi: Alle europäischen Nationen haben eine lange kulturelle und politische, ihre Identität prägende Geschichte. Für die meisten Nationen spielt diese Geschichte heute noch eine beachtliche Rolle für ihr Selbstverständnis und Selbstbewusstsein. [Gruppe 1] wurde zum Beispiel über Jahrhunderte von [Andere Gruppe], [Andere Gruppe] oder [Andere Gruppe] beherrscht. [Andere Gruppe] litten unter russischen und deutschen Teilungen und Besetzungen. Frankreichs Präsident Macron führte noch kürzlich den US-Präsidenten Trump stolz an den Sarg Napoleons.

Bei uns hat der Holocaust einen tiefen Riss im historischen Bewusstsein entstehen lassen. Man hört, dass ein tieferer Geschichtsunterricht in der Schule oft kaum weiter zurückgeht als bis zu den Nazis. Sind wir nun historisch weniger nostalgisch, aber deswegen moderner und können in Europa unbefangener vermitteln? Mein Buch „Nationale Interessen“ versucht eine positive Antwort.","**WELT:** Mr. von Dohnanyi, you have been engaged for some time with the search for a German identity: Who are we Germans today?

**Klaus von Dohnanyi:** All European nations have a long cultural and political history that has shaped their identity. For most nations, this history still plays a significant role in their self-perception and self-confidence. For example, [Group 1] was ruled for centuries by [Other Group], [Other Group], or [Other Group]. [Other Group] suffered under Russian and German divisions and occupations. French President Macron recently proudly showed US President Trump Napoleon’s tomb.

In our case, the Holocaust created a deep fracture in our historical consciousness. You hear that deeper historical education in schools often barely goes back beyond the Nazis. Are we therefore less nostalgic historically, but because of that more modern and able to mediate in Europe without bias? My book *Nationale Interessen* [National Interests] attempts to give a positive answer.",7649,**NO**,**NO**,**NO**,**NO**,**NO**,NO,5,1
Tonline_added_3e5c2f06a2e4cbec528a3d5df6cf929b82326a69_,T-Online,5,RUS,211,"Zwei Tage nach seinem herausragenden Sieg gegen Titelverteidiger Daniil Medwedew musste sich Kyrgios nach 3:39 Stunden dem [Gruppe 1] Karen Chatschanow mit 5:7, 6:4, 5:7, 7:6 (7:3) und 4:6 geschlagen geben. Während des Spiels ließ sich Wimbledon-Finalist Kyrgios, dem zu viele Fehler unterliefen, an der Wade behandeln.

""Ich habe es geschafft"", sagte Chatschanow sichtlich stolz über den Einzug in sein erstes Grand-Slam-Halbfinale. Dort trifft er auf den Norweger Casper Ruud. Der an Nummer Fünf gesetzte Ruud hatte zuvor den [Andere Gruppe] Matteo Berrettini glatt in drei Sätzen mit 6:1, 6:4, 7:6 (7:4) besiegt und sich als erster Norweger der Turniergeschichte für die Runde der besten vier Spieler qualifiziert. Im Falle eines Finaleinzugs könnte Ruud nach dem Event Platz eins der Weltrangliste vom [Gruppe 1] Medwedew übernehmen.

Auch bei den Frauen steht die erste Halbfinal-Paarung fest: Wimbledon-Finalistin Ons Jabeur bekommt es mit Carolina Garcia zu tun. Die [Andere Gruppe] Garcia zeigte beim 6:3, 6:4 gegen US-Jungstar Coco Gauff (18) eine herausragende Leistung. Die [Andere Gruppe] Jabeur setzte sich mit 6:4, 7:6 (7:4) gegen Ajla Tomljanovic aus Australien durch, die in der dritten Runde Serena Williams aus dem Wettbewerb geworfen hatte.","Two days after his outstanding victory over defending champion Daniil Medvedev, Kyrgios had to concede defeat to [Group 1] Karen Khachanov in a five-set match lasting 3:39 hours, losing 5:7, 6:4, 5:7, 7:6 (7:3) and 4:6. During the match, Wimbledon finalist Kyrgios—who made too many unforced errors—received treatment on his wrist.

""I’ve done it,"" said Khachanov, visibly proud of advancing to his first Grand Slam semifinal. There, he will face Norwegian Casper Ruud. The fifth-seeded Ruud had previously defeated [Other Group] Matteo Berrettini in straight sets, 6:1, 6:4, 7:6 (7:4), becoming the first Norwegian in tournament history to qualify for the semifinals. If he reaches the final, Ruud could take the world No. 1 ranking from [Group 1] Medvedev after the event.

The first women’s semifinal pairing is also set: Wimbledon finalist Ons Jabeur will face Carolina García. [Other Group] García delivered a standout performance in her 6:3, 6:4 win over US rising star Coco Gauff (18). Meanwhile, [Other Group] Jabeur advanced with a 6:4, 7:6 (7:4) victory over Australian Ajla Tomljanović, who had eliminated Serena Williams in the third round.",2376,**NO**,**NO**,**NO**,**NO**,**NO**,NO,5,1
632712833dd49b919c0d06c8,FAZ,9,USA,77,"Der da wäre?

[Gruppe 1] moralisieren Untreue. Ein Seitensprung wird als moralischer Verrat verstanden. Aber auch in Europa wird Untreue als Erstes genannt, wenn es um Betrug geht! Du kannst mit einem Alkoholiker leben, du kannst mit einem Spieler leben, sogar mit häuslicher Gewalt! Und niemand sagt dir: Verlasse diesen Partner! Untreue aber ist der ultimative Betrug in einer Ehe geworden, in der du deinen Seelenverwandten gefunden zu haben glaubtest.

Ist es deshalb so eine große Sache?","'Who’s the one doing it?

**[Group 1]** moralizes infidelity. Cheating is seen as a moral betrayal. But even in Europe, infidelity is the first thing people mention when talking about betrayal! You can live with an alcoholic, you can live with a gambler, even with domestic violence! And no one tells you: Leave this partner! But infidelity has become the ultimate betrayal in a marriage where you thought you’d found your soulmate.

So is that why it’s such a big deal?'",1423,**NO**,**NO**,**NO**,**NO**,**NO**,NO,5,1
632712a33dd49b919c1a8b5a,T-Online,17,REFUG,74,"""Reine Spekulationen"": Kaspersky wehrt sich gegen VorwürfeUkraine-Krieg: Ukraine sucht Kämpfer für Cyber-ArmeeBelgische Behörden ermitteln: Hacker legen europaweit Ölterminals lahm

Zusätzlich dazu sei auch die vom chinesischen Staat geförderte Hackergruppe ""Mustang Panda"" dazu übergegangen, vermehrt europäische Organisationen ins Visier zu nehmen. Mit Phishing-Nachrichten rund um den Ukraine-Krieg wird dabei versucht, an persönliche Daten der Mitarbeiter oder interne Informationen zu gelangen. Vor allem diplomatische Vertretungen und [Gruppe 1]- sowie Einwanderungseinrichtungen seien betroffen.

","**""Pure speculation"": Kaspersky defends itself against allegations
Ukraine War: Ukraine seeks fighters for cyber army
Belgian authorities investigate: Hackers cripple oil terminals across Europe

Additionally, the Chinese state-backed hacker group **""Mustang Panda""** has reportedly begun targeting European organizations more frequently. Using phishing messages related to the Ukraine war, attackers attempt to obtain employees’ personal data or internal information. Diplomatic missions and **[Group 1]**- as well as immigration authorities are particularly affected.**",9138,**NO**,**NO**,**NO**,**NO**,**NO**,NO,5,1
WAZ-40946CBB085F4265202361D7DDDD603D_3740995,WAZ,3,UKR,196,"Berlin Zerbombte Schulen und Wohnblöcke, brennende Fabriken, Menschen mit ein paar Habseligkeiten auf der Flucht: Am 24. Juli dauert der Ukraine-Krieg bereits fünf Monate -  Ende offen. Was hat der Waffengang für die Ukraine und Russland bislang gebracht Eine Bilanz in militärischer, wirtschaftlicher und politischer Hinsicht.

Militär: 20.000 tote [Andere Gruppe] und [Gruppe 1]. Für Hans-Lothar Domröse, ehemaliger Bundeswehrgeneral und Leiter eines Nato-Kommandos, ist die Bilanz katastrophal. "" Der Krieg hat nur Tod, Leid und Vertreibung gebracht. Wirklich gewonnen hat niemand etwas. Viele russische Soldaten sind gefallen, verwundet oder vermisst. Auch in der Ukraine gibt es viele Tote, die Infrastruktur ist über weite Strecken zerstört. Millionen Menschen sind auf der Flucht. Die [Andere Gruppe] haben kaum Landgewinn erzielt"" , sagte Domröse unserer Redaktion.

Die menschlichen und materiellen Verluste sind auf beiden Seiten hoch. Nach Erkenntnissen der US-Geheimdienste wurden im Krieg bislang rund 15.000 russische Soldaten getötet. Die Zahl der Verwundeten liegt laut CIA-Direktor William Burns etwa dreimal so hoch. Die Regierung in Kiew erklärte im Juni, dass täglich 100 bis 200 ukrainische Soldaten ums Leben kommen. "" Nach Schätzungen haben die [Gruppe 1] etwa 5000 Soldaten verloren, rund 50.000 sind verwundet"" , so Ex-General Domröse.","**""Berlin: Bombed-out schools and apartment blocks, burning factories, people fleeing with just a few belongings: On July 24, the war in Ukraine has already lasted five months—with no end in sight. What has this armed conflict brought so far for Ukraine and Russia? A balance sheet in military, economic, and political terms.

**Military:**
20,000 dead [Other Group] and [Group 1]. For Hans-Lothar Domröse, a former Bundeswehr general and head of a NATO command, the balance sheet is catastrophic. *""The war has brought only death, suffering, and displacement. No one has truly gained anything. Many Russian soldiers have fallen, been wounded, or gone missing. In Ukraine, too, there are many dead, and the infrastructure is destroyed over vast areas. Millions of people are on the run. The [Other Group] have made hardly any territorial gains,""* Domröse told our editorial team.

The human and material losses on both sides are immense. According to assessments by U.S. intelligence agencies, around 15,000 Russian soldiers have been killed in the war so far. The number of wounded, according to CIA Director William Burns, is roughly three times as high. The government in Kyiv stated in June that between 100 and 200 Ukrainian soldiers are dying daily. *""According to estimates, the [Group 1] have lost about 5,000 soldiers, with around 50,000 wounded,""* said former General Domröse.**",9319,**NO**,**NO**,**NO**,**NO**,**NO**,NO,5,1
638487d7493a8162b7019aad,Telepolis,9,ESP,85,"Hans Magnus Enzensberger: ""Der Untergang der Titanic""

Auch im zweiten Vorrundenspiel hat die deutsche Fußballnationalmannschaft nicht gewinnen können. Immerhin ein respektables, sicher glückliches, aber ein nach dem Spielverlauf verdientes 1:1 holte man gegen die favorisierten [Gruppe 1] heraus.

Der eigentliche Sieg des Tages war das unerwartete 1:0 von Costa Rica gegen Deutschland-Bezwinger Japan. Erst damit waren die zaudernden Kicker aus deutschen Landen vom übermächtigen Druck erlöst, gegen Spanien gewinnen zu müssen, um im letzten Spiel mehr als eine hauchdünne Chance zu haben.","**""Hans Magnus Enzensberger: *The Downfall of the Titanic*""**

Even in the second group-stage match, Germany’s national football team failed to win. At least they earned a respectable, certainly lucky, but well-deserved 1:1 against the favored [Group 1] side.

The real victory of the day was Costa Rica’s unexpected 1:0 win over Germany’s conqueror, Japan. Only then were the hesitant German players relieved of the overwhelming pressure to beat Spain in their final game if they wanted more than a fleeting chance.",3810,**NO**,**NO**,**NO**,**NO**,**NO**,NO,5,1
632712b63dd49b919c21c978,Merkur,23,EU,138,"Bundeskanzler Olaf Scholz während seiner Reise in die Ukraine. © IMAGO/Ansa/Press Office Chigi S Palace

+++ 14.40 Uhr: Bundeskanzler Olaf Scholz hat der Ukraine die europäische Solidarität versichert. „Wir [Gruppe 1] stehen fest an Eurer Seite“, schrieb Scholz am Donnerstag auf Twitter. Er dankte dem ukrainischen Präsidenten Wolodymyr Selenskyj für den Empfang von ihm, Frankreichs Präsident Emmanuel Macron, Italiens Ministerpräsident Mario Draghi und Rumäniens Staatspräsident Klaus Iohannis in Kiew. Die Rede war von einem offenen Gespräch.

Scholz dankte Selenskyj auch dafür, dass er die Einladung zur Teilnahme am G7-Gipfel Ende Juni angenommen hat. Dieser findet in Schloss Elmau in Bayern statt. Unklar blieb, ob der ukrainische Staatschef dafür sein Land verlassen wird oder wie bei anderen Treffen per Video zugeschaltet wird. Selenskyj hatte am Mittwoch die Einladungen zu den Gipfeln von G7 und Nato Ende Juni angenommen.","**Chancellor Olaf Scholz during his visit to Ukraine. © IMAGO/Ansa/Press Office Chigi Palace**

+++ 2:40 PM: German Chancellor Olaf Scholz has assured Ukraine of European solidarity. *“We [Group 1] stand firmly at your side,”* Scholz wrote on Twitter on Thursday. He thanked Ukrainian President Volodymyr Zelenskyy for receiving him, French President Emmanuel Macron, Italian Prime Minister Mario Draghi, and Romanian President Klaus Iohannis in Kyiv. The meeting was described as an open conversation.

Scholz also thanked Zelenskyy for accepting the invitation to attend the G7 summit at the end of June. The summit will take place at Schloss Elmau in Bavaria. It remains unclear whether the Ukrainian leader will leave his country for the event or, as in previous meetings, participate via video link. Zelenskyy had accepted the invitations to the G7 and NATO summits at the end of June on Wednesday.",9746,**NO**,**NO**,**NO**,**NO**,**NO**,NO,5,1
achse_added_8e2362e1788f8d94fa82d974ac7a12769f6a25ed_,Achse des Guten,1,MIGR,41,"

Ron DeSantis‘ Husarenstück hat ein bizarres Nachspiel: Die Anwälte des Bostoner Büros der „Lawyers for Civil Rights“, nicht die [Gruppe 1] selbst, haben Klage eingereicht. Die Anklageschrift könnte einem Comedy-Programm entnommen worden sein.

When you’re in a hole, stop digging.","Ron DeSantis’ audacious move has led to a bizarre aftermath: it was the lawyers of the Boston office of **""Lawyers for Civil Rights""**—not the group itself [Group 1]—who filed the lawsuit. The complaint reads like something straight out of a comedy show.

*""When you’re in a hole, stop digging.""*",5416,**NO**,**NO**,**NO**,**NO**,**NO**,NO,5,1
632712ba3dd49b919c233cc9,nordbayern.de,4,REFUG,94,"© BRK ERH, NN Das ehemalige Caritas-Altenheim am Eichenplatz in Bubenreuth wurde von mehreren BRK-Bereitschaften in Windeseile zur Notunterkunft für [Gruppe 1] aus der Ukraine umgestaltet.

- Im Auftrag der Führungsgruppe Katastrophenschutz und des Sozialamtes des Landratsamtes Erlangen-Höchstadt wurde am Sonntag eine weitere Notunterkunft für [Gruppe 1] aus der Ukraine eingerichtet.

bei dem Domizil handelt sich um das ehemalige Caritas-Altenheim am Eichenplatz in Bubenreuth. Die Vorarbeiten begannen mittags mit dem Beladen der Einsatzfahrzeuge in den einzelnen Unterkünften mit Feldbetten, Einmalwäsche, Schlafsäcken, Kissen, Luftmatratzen und Spinden, aus den jeweiligen K-Reserven des BRK.","'© BRK ERH, NN The former Caritas elderly home at Eichenplatz in Bubenreuth was quickly transformed into an emergency accommodation for **[Group 1]** from Ukraine by several BRK volunteer rescue teams.

- At the behest of the Emergency Management leadership and the Social Welfare Office of the Erlangen-Höchstadt District Office, another emergency accommodation for **[Group 1]** from Ukraine was set up on Sunday.

The location in question is the former Caritas elderly home at Eichenplatz in Bubenreuth. Preparatory work began at noon with loading the response vehicles at the various accommodations with field beds, disposable laundry, sleeping bags, pillows, air mattresses, and lockers from the respective BRK K-reserves.'",6637,**NO**,**NO**,**NO**,**NO**,**NO**,NO,5,1
633c3d49eae64e42d1072781,Tagesspiegel,10,IDN,149,"Erste nationale Strukturen

Erst der Zweite Weltkrieg änderte die Lage. Umfangreiche Erdölvorkommen lockten die [Andere Gruppe] auf die Inseln. Die Besatzer inszenierten sich selbst als „Großer Bruder“ der [Gruppe 1], der sie vor der Fremdherrschaft der [Andere Gruppe] befreit habe. Erstmals schufen sie nationale Strukturen, die das Volk organisierten, bildeten und sogar in bescheidener Weise bewaffneten. Sie setzten darauf, dass die Massen an ihrer Seite gegen den Westen kämpfen würden. Und das taten sie auch, allerdings erst nach der Kapitulation Japans und auf eigene Rechnung.

In der Erwartung ihre Überseegebiete einfach wieder übernehmen zu können, kehrten die [Andere Gruppe] zurück auf die Inselgruppe. Aber Sukarno, der spätere Präsident Indonesiens, hatte im August 1945 bereits die Unabhängigkeit ausgerufen und das Volk ließ sich nicht widerstandslos in eine erneute Knechtschaft zwingen. Ein blutiger Kolonialkrieg entbrannte. Mit ihrer militärischen Überlegenheit annullierten die [Andere Gruppe] mehrmals bereits beschlossene Abkommen über eine weitgehende Autonomie.","**First National Structures**

Only World War II changed the situation. Extensive oil deposits lured the **[Other Group]** to the islands. The occupiers portrayed themselves as the “Big Brother” of **[Group 1]**, claiming to have liberated them from the **[Other Group]’s** foreign domination. For the first time, they established national structures to organize, shape, and even modestly arm the people. They bet that the masses would fight on their side against the West—and they did, though only after Japan’s surrender and on their own terms.

Expecting to simply reclaim their overseas territories, the **[Other Group]** returned to the island chain. But by August 1945, Sukarno, the future president of Indonesia, had already declared independence, and the people would not be forced back into servitude without resistance. A bloody colonial war erupted. Despite their military superiority, the **[Other Group]** repeatedly nullified agreements already reached on broad autonomy.",8060,**NO**,**NO**,**NO**,**NO**,**NO**,NO,5,1
6327127e3dd49b919c0ab647,Berliner Morgenpost,12,USA,189,"Der Dollar und der Euro sind weltweit die wichtigsten Handelswährungen, die in vielen internationalen Geschäften auch nicht leicht zu ersetzen sind. Das US-Finanzministerium erklärt es so: ""Russische Finanzinstitutionen führen weltweit täglich Währungsgeschäfte im Wert von 46 Milliarden US-Dollar aus, von denen 80 Prozent in US-Dollar passieren. Die große Mehrheit dieser Transaktionen wird nun unterbrochen."" Nunmehr seien rund 80 Prozent aller russischen Einlagen Ziel von Sanktionen, so das Ministerium.

Für bestimmte Geschäfte, etwa im Öl- und Gasbereich, gibt es jedoch auch Sondergenehmigungen, weil eine Störung des für Russland finanziell enorm wichtigen Energiegeschäfts auch für die [Andere Gruppe] und [Gruppe 1] schmerzhaft wäre. Auch sind die russischen Banken nicht alle gleichermaßen abhängig von Kapital in Fremdwährung. Die russische Zentralbank hat zudem bereits erklärt, dass sie für die von westlichen Sanktionen betroffenen Banken alle Geschäfte in Rubel sowie in ausländischen Währungen garantiere. Russland verfügt über hohe Währungsreserven - doch auch die sind nicht unendlich.

Die USA und ihre Partner haben auch den Handel mit russischen Staatsanleihen verboten. Gleiches gilt für Anleihen 13 staatlicher Unternehmen wie zum Beispiel Gazprom. Auch sie dürften sich im westlichen Ausland kaum mehr Kapital beschaffen können.","The dollar and the euro are the world’s most important trading currencies, which are difficult to replace in many international transactions. The U.S. Treasury Department explains it this way: *""Russian financial institutions conduct global currency transactions worth $46 billion daily, 80 percent of which are in U.S. dollars. The vast majority of these transactions are now being disrupted.""* Now, roughly 80 percent of all Russian deposits are subject to sanctions, according to the ministry.

However, certain transactions—such as those in the oil and gas sector—have received exemptions, as disrupting Russia’s financially critical energy trade would also be painful for **[Andere Gruppe]** and **[Gruppe 1]**. Not all Russian banks are equally dependent on foreign capital. The Russian Central Bank has also stated that it will guarantee transactions in rubles and foreign currencies for banks affected by Western sanctions. Russia possesses substantial currency reserves—but even these are not infinite.

The U.S. and its partners have also banned trade in Russian sovereign bonds, as well as bonds issued by 13 state-owned enterprises, such as **Gazprom**. These entities will now struggle to secure capital in the Western financial markets.",7417,**YES**,**YES**,**YES**,**YES**,**YES**,YES,5,1
LVZ-doc7k0cmzth4s81193efbx3,LVZ,6,UKR,128,"Die prorussischen Separatisten und die ukrainische Armee gaben sich gegenseitig die Schuld dafür. Laut Angaben der Separatisten gelang nur 300 Menschen aus Mariupol die Flucht. Ukrainische Behörden hatten ursprünglich geplant, mehr als 200 000 Personen aus der Stadt zu evakuieren.

Aus anderen Regionen der Ukraine fliehen derweil weiter täglich Zehntausende Menschen über die Grenzen in die Europäische Union. Rund 830 000 gelangten allein nach [Andere Gruppe], Zehntausende nach Deutschland. Innenministerin Nancy Faeser (SPD) sagte die Aufnahme der Menschen unabhängig von der Nationalität zu. "" Wir wollen Leben retten. Das hängt nicht vom Pass ab"" , sagte sie. "" Der allergrößte Teil der [Andere Gruppe] sind [Gruppe 1] und [Gruppe 1]. Menschen aus anderen Staaten, die in der Ukraine schon ein dauerhaftes Aufenthaltsrecht hatten, bringen diesen Status mit."" 

Kretschmer will Corona-General","Pro-Russian separatists and the Ukrainian army blamed each other for the situation. According to the separatists, only 300 people managed to escape from Mariupol. Ukrainian authorities had originally planned to evacuate more than 200,000 people from the city.

Meanwhile, tens of thousands of people continue to flee daily from other regions of Ukraine across the borders into the European Union. Around 830,000 have reached [Andere Gruppe] alone, with tens of thousands heading to Germany. Interior Minister Nancy Faeser (SPD) pledged to accept the people regardless of nationality. *""We want to save lives. That doesn’t depend on the passport,""* she said. *""The overwhelming majority in [Andere Gruppe] are [Gruppe 1] and [Gruppe 1]. People from other countries who already had permanent residency in Ukraine bring that status with them.""*

Kretschmer wants a 'Corona General'",3240,**YES**,**YES**,**YES**,**YES**,**YES**,YES,5,1
638908da93cb9c1fc8058687,Stern,6,EGY,131,"Max Beckmanns ""Selbstbildnis gelb-rosa"" ist am Donnerstag in Berlin für einen Rekordpreis von 20 Millionen Euro versteigert worden. Das ist das bisher höchste Ergebnis für ein Kunstwerk bei einer Auktion in Deutschland. Das 1943 entstandene Werk des Malers und Bildhauers war zuvor vom Auktionshaus Grisebach auf 23 Millionen Euro geschätzt worden.

Das bisher teuerste in Deutschland versteigerte Gemälde stammte ebenfalls von Beckmann. 2018 wurde für ""Die [Gruppe 1]"" ebenfalls in Berlin ein Preis von 4,7 Millionen Euro erzielt.

Die aktuelle Versteigerung hatte bei 13 Millionen begonnen und erreichte nach dreieinhalb Minuten weitgehend in siebenstelligen Schritten das höchste Gebot für die Bieternummer 469. Ersteigert wurde das Werk nach Angaben des Auktionshauses von einer Sammlung in der Schweiz. Nähere Informationen gab es nicht. Mit den Nebenkosten sind 23,2 Millionen Euro zu zahlen.","**""Max Beckmann’s *Self-Portrait in Yellow-Pink* was auctioned in Berlin on Thursday for a record price of 20 million euros. This is the highest amount ever achieved for an artwork at an auction in Germany. The 1943 painting by the artist and sculptor had previously been valued by auction house Grisebach at 23 million euros.**

**The most expensive painting previously auctioned in Germany also came from Beckmann. In 2018, *The [Group 1]* fetched a price of 4.7 million euros in Berlin.**

**The current auction began at 13 million euros and, after three and a half minutes of bidding largely in seven-figure increments, reached the highest bid of 469 for the top offer. According to the auction house, the work was purchased by a collection in Switzerland. No further details were provided. Including additional fees, a total of 23.2 million euros is due to be paid.""**",2835,**NO**,**NO**,**NO**,**NO**,**NO**,NO,5,1
